Genres,Source,Type,Episodes,Score,Favorites,Decimal,Popularity
"Comedy, Fantasy, Otro",Other,TV,23,7.48,2,4101,7473
Romance,Original,TV,12,5.64,57,2,1712
"Comedy, Shoujo",Manga,TV,22,6.77,1,513,10007
"Sports, Shounen",Game,TV,51,7.38,173,4112,2709
Romance,Original,Special,1,5.32,0,2,9159
"Comedy, Shounen",Manga,TV,26,8.04,25,17,4699
"Comedy, Romance, Ecchi",Visual novel,TV,13,5.95,6,259,5301
"Comedy, Romance, Otro",Manga,TV,0,7.31,17,4099,7178
"Comedy, Sports, Romance, Shounen",Manga,TV,25,8.49,3575,4115,153
"Sci-Fi, Romance, Fantasy, Action",Original,TV,52,7.74,175,46,2999
Fantasy,Original,Special,1,7.41,16,4,3481
"Comedy, Sci-Fi, Romance, Shounen, Action, Otro",Original,Movie,1,6.86,29,4155,3525
"Comedy, Historical, Romance, Fantasy, Supernatural, Otro",Manga,TV,12,7.17,370,5255,1113
"Comedy, Romance, Fantasy, Ecchi",Light novel,TV,24,6.94,228,263,1154
"Fantasy, Otro",Game,ONA,1,6.07,0,4100,5747
"Comedy, Fantasy",Game,TV,24,6.64,0,5,12895
"Comedy, Romance, Supernatural",Manga,TV,25,8.12,89,131,4009
"Sci-Fi, Fantasy, Shounen, Action",Manga,Movie,1,6.67,2,60,7183
"Shounen, Supernatural, Thriller, Otro",Novel,TV,13,7.28,190,69776,1705
Hentai,Visual novel,OVA,2,6.73,12,2048,5871
"Fantasy, Ecchi",Other,ONA,12,5.88,4,260,5085
"Fantasy, Gore, Otro",Visual novel,OVA,3,6.59,17,20484,3809
"Comedy, Gore",4-koma manga,TV,12,7.39,598,16385,883
"Comedy, Romance, Music",Game,TV,25,7.71,1415,8195,850
"Romance, Fantasy, Shounen",Manga,Special,1,7.37,20,22,4343
"Fantasy, Action",Original,TV,24,6.35,94,12,1866
"Romance, Shounen, Action, Otro",Manga,TV,50,7.35,55,4122,3477
"Romance, Fantasy",Original,OVA,2,5.91,3,6,7820
"Comedy, Fantasy",Original,TV,13,7.23,3,5,5446
Hentai,Manga,OVA,2,6.78,11,2048,5704
Hentai,Manga,OVA,2,6.01,101,2048,3709
"Mistery, Sci-Fi, Shounen",Manga,Special,1,6.7,6,32816,5666
Otro,Picture book,Special,1,5.94,0,4096,6406
"Comedy, Romance, Ecchi",Light novel,Special,6,6.58,10,259,3407
"Comedy, Sci-Fi, Shoujo",Manga,TV,36,6.25,7,545,6797
Comedy,Light novel,Special,1,5.49,7,1,3470
Sci-Fi,Light novel,TV,26,7.22,245,32,1421
"Historical, Fantasy, Action",Original,OVA,1,5.68,4,1036,4464
"Gore, Action, Otro",Game,TV,12,7.67,1215,20488,584
"Comedy, Sci-Fi, Fantasy",Original,ONA,4,4.75,0,37,12355
"Comedy, Romance, Fantasy, Shoujo, Action",Original,TV,50,7.8,153,527,4163
"Sci-Fi, Historical",Other,TV,26,7.57,655,1056,973
"Comedy, Shounen",Manga,OVA,1,6.61,15,17,4539
"Comedy, Romance, Shounen, Otro",Manga,TV,12,7.7,1719,4115,336
"Sci-Fi, Romance, Fantasy, Action",Original,TV,13,6.36,8,46,4739
"Romance, Fantasy, Music",Visual novel,OVA,1,4.78,0,8198,7634
"Historical, Romance, Fantasy",Novel,Movie,1,6.68,3,1030,8538
Comedy,Other,TV,26,6.04,0,1,10429
"Sci-Fi, Fantasy, Action",Original,OVA,3,7.45,31,44,3063
"Historical, Action, Otro",Light novel,OVA,1,7.23,10,5128,2947
"Romance, Otro",Manga,TV,13,7.18,1717,4098,766
Comedy,Original,TV,0,4.58,0,1,10196
"Comedy, Sports, Romance, Shounen",Manga,TV,25,8.87,6571,4115,171
"Comedy, Music",Original,TV,24,5.95,1,8193,9852
"Sci-Fi, Romance, Action",Novel,Special,0,5.46,7,42,5359
Comedy,Original,Special,1,3.88,0,1,12658
"Romance, Music",Novel,Movie,1,7.54,24,8194,3214
"Comedy, Fantasy, Action, Otro",Game,Special,2,7.12,4,4109,4150
"Comedy, Romance, Ecchi",Light novel,TV,26,6.52,63,259,2898
"Romance, Shoujo, Supernatural, Otro",Manga,TV,13,7.3,7929,4738,154
Comedy,4-koma manga,ONA,2,6.83,9,1,3562
"Sports, Fantasy, Shounen",Manga,Special,1,6.48,1,4116,9515
"Comedy, Action",Manga,TV,51,7.25,171,9,1767
"Comedy, Romance, Fantasy, Ecchi",Light novel,TV,12,7.04,310,263,495
Romance,Original,ONA,1,5.0,0,2,13787
"Comedy, Fantasy",Light novel,TV,13,7.5,38,5,2452
"Comedy, Sci-Fi, Action",Original,TV,12,6.06,13,41,5707
"Sci-Fi, Shounen, Action",Manga,Movie,1,8.03,100,56,2738
"Comedy, Romance, Shounen",Manga,Special,2,6.57,2,19,7908
"Historical, Fantasy, Shounen, Action",Manga,TV,26,6.95,7,1052,8407
"Comedy, Romance, Fantasy, Shounen, Supernatural",Manga,TV,24,7.43,1011,151,769
"Action, Otro",Original,TV,50,5.61,0,4104,10640
"Comedy, Sports, Romance, Shounen",Manga,TV,52,7.69,204,4115,2967
"Music, Action",Music,Music,1,4.77,0,8200,10644
"Comedy, Gore",Original,ONA,4,4.16,0,16385,12105
"Comedy, Romance, Shounen",Manga,TV,12,7.52,150,19,1831
"Comedy, Fantasy, Shounen, Action, Otro",Manga,Movie,1,7.28,2,4125,4647
"Shounen, Action, Otro",Original,TV,25,7.28,201,4120,1061
"Romance, Fantasy, Shounen, Action",Light novel,TV,24,7.44,1917,30,254
"Comedy, Romance, Supernatural",Original,TV,12,5.75,31,131,3265
"Comedy, Fantasy, Supernatural",Original,Movie,1,8.45,4194,133,118
"Comedy, Sci-Fi, Romance",Other,TV,13,5.72,0,35,10268
"Comedy, Music",4-koma manga,OVA,1,5.93,0,8193,6590
"Comedy, Shounen, Supernatural",Manga,TV,0,6.89,32,145,2878
"Sci-Fi, Fantasy",Light novel,TV,12,6.98,8,36,4648
"Comedy, Romance",Original,TV,13,6.59,18,3,2250
"Comedy, Romance",Original,Special,1,5.29,0,3,7732
"Romance, Shounen, Action, Ecchi",Manga,TV,12,6.9,78,282,1678
"Comedy, Otro",Picture book,TV,83,6.55,2,4097,10609
"Fantasy, Otro",Original,Movie,1,5.44,0,4100,11201
Shounen,Original,OVA,1,5.24,2,16,11272
"Comedy, Romance, Action",Manga,OVA,5,7.57,107,11,2332
"Romance, Otro",Manga,TV,12,8.34,858,4098,1148
"Comedy, Romance, Fantasy",Web manga,Special,1,6.12,0,7,6363
"Sci-Fi, Fantasy, Action",Original,TV,34,6.76,1,44,11219
Comedy,Original,TV,12,6.41,2,1,7062
"Sci-Fi, Romance, Action, Ecchi",Light novel,TV,12,6.57,398,298,514
"Fantasy, Shounen, Action, Supernatural, Ecchi",Manga,TV,24,8.29,11558,412,52
"Comedy, Romance, Shounen",Manga,TV,26,8.02,4522,19,347
"Comedy, Fantasy, Shounen, Action",Manga,TV,291,8.31,21295,29,70
"Comedy, Romance, Fantasy, Shounen",Original,Movie,1,6.98,10,23,3183
"Sci-Fi, Romance, Music, Action",Original,TV,12,7.59,1201,8234,810
Gore,Novel,OVA,1,6.32,4,16384,6754
"Comedy, Action",Original,ONA,3,4.89,0,9,12593
"Comedy, Romance, Shounen, Ecchi",Manga,OVA,3,6.37,2,275,4853
"Shounen, Ecchi",Light novel,Special,6,6.43,25,272,2512
"Comedy, Romance, Shounen, Action",Manga,TV,22,8.22,9953,27,59
"Comedy, Romance, Ecchi",Light novel,TV,12,7.47,3255,259,101
"Music, Supernatural",Music,Music,1,5.83,1,8320,8809
"Hentai, Otro",Visual novel,OVA,2,5.66,11,6144,5406
"Shounen, Action",Manga,OVA,1,6.19,10,24,5836
"Sci-Fi, Fantasy, Action",Original,TV,25,6.64,6,44,7248
"Comedy, Fantasy, Supernatural",Light novel,Special,7,6.33,13,133,3327
"Sci-Fi, Action",Original,TV,13,7.26,168,40,1433
"Action, Supernatural, Otro",Light novel,Special,1,7.84,38,4232,1940
Fantasy,Novel,Movie,1,7.03,34,4,4079
Sci-Fi,Light novel,Movie,1,7.22,12,32,3758
"Supernatural, Otro",Light novel,Movie,1,8.43,1025,4224,392
"Comedy, Fantasy, Shoujo",Original,TV,50,7.09,30,517,4994
"Sci-Fi, Romance",Original,OVA,1,7.46,201,34,1529
"Romance, Shoujo",Manga,TV,26,7.46,1992,514,528
"Sci-Fi, Romance, Shounen, Action",Original,TV,25,7.32,531,58,1052
"Sci-Fi, Sports, Shounen, Action",Game,TV,51,6.56,12,4152,5467
"Comedy, Romance",Original,TV,46,6.5,1,3,10787
"Comedy, Romance, Fantasy, Action",Manga,TV,10,7.37,168,15,1208
"Fantasy, Otro",Original,ONA,1,4.0,0,4100,13653
"Comedy, Romance, Fantasy, Otro",Manga,TV,51,6.42,0,4103,9642
"Mistery, Comedy, Fantasy, Action",Manga,Special,1,7.13,0,32781,7019
"Fantasy, Action, Supernatural",Game,Movie,1,7.81,128,140,1746
"Sci-Fi, Romance, Music, Action",Original,TV,36,8.04,1246,8234,1367
Comedy,Original,TV,47,5.5,0,1,13829
"Sci-Fi, Romance, Action",Original,TV,49,7.84,2222,42,845
"Romance, Shoujo, Supernatural",Original,OVA,2,6.33,93,642,2223
"Romance, Music",Other,TV,12,6.2,145,8194,1412
"Comedy, Romance, Fantasy, Action",Original,Movie,1,7.62,298,15,1085
Hentai,Visual novel,OVA,2,5.8,3,2048,7539
"Comedy, Sci-Fi, Romance, Fantasy, Gore, Action, Supernatural, Ecchi, Otro",Manga,TV,26,7.1,105,20911,2790
"Fantasy, Action, Supernatural",Visual novel,Special,1,8.23,270,140,526
"Historical, Romance, Fantasy, Shounen, Action, Supernatural",Original,TV,156,5.45,0,1182,13057
"Comedy, Romance, Shounen",4-koma manga,TV,12,7.96,129,19,2777
"Comedy, Historical, Romance, Shoujo",Manga,Movie,1,7.19,7,1539,4590
"Sci-Fi, Romance",Original,TV,12,6.08,3,34,5988
"Sports, Ecchi",Original,OVA,1,4.85,20,4352,3209
"Sci-Fi, Romance",Novel,Special,1,6.48,4,34,7036
"Romance, Shoujo",Manga,TV,13,7.67,3479,514,192
"Comedy, Romance, Fantasy, Shounen, Supernatural",Manga,Movie,1,6.98,153,151,714
"Comedy, Fantasy, Gore, Otro",Other,Movie,1,6.57,7,20485,4761
"Romance, Supernatural",Original,Movie,1,9.19,34912,130,33
"Sci-Fi, Fantasy, Shounen, Action",Manga,TV,52,7.23,61,60,4213
Supernatural,Original,Movie,1,6.4,1,128,7758
"Sci-Fi, Otro",Original,TV,47,5.5,0,4128,9991
"Comedy, Romance",4-koma manga,TV,13,6.96,57,3,2177
"Fantasy, Otro",Light novel,Special,1,6.99,14,4100,2522
"Comedy, Sci-Fi, Fantasy, Shounen, Supernatural",Original,OVA,7,6.61,6,181,7399
"Comedy, Sci-Fi, Shounen, Action",Original,OVA,6,7.74,454,57,2062
"Sci-Fi, Action",Original,TV,12,7.39,193,40,1200
"Romance, Otro",Book,OVA,1,6.4,0,4098,13110
"Comedy, Romance, Shounen",Manga,TV,11,5.57,5,19,3793
"Comedy, Romance, Fantasy, Shoujo",Original,TV,38,6.76,9,519,6556
"Comedy, Romance",4-koma manga,ONA,64,7.22,30,3,3569
"Sci-Fi, Romance, Otro",Original,Movie,1,7.5,384,4130,699
"Mistery, Comedy, Fantasy, Shounen, Otro",Manga,Movie,1,8.24,34,36885,1991
"Sci-Fi, Fantasy, Action",Original,TV,36,6.31,1,44,10410
"Mistery, Sci-Fi, Action, Otro",Manga,TV,26,6.75,5,36904,6197
"Sci-Fi, Romance, Fantasy, Otro",Game,OVA,1,6.85,37,4134,2878
"Sci-Fi, Romance, Shounen, Action",Manga,TV,92,7.42,75,58,3997
"Sci-Fi, Fantasy, Music, Gore",Original,Movie,5,7.35,43,24612,3357
"Comedy, Romance, Fantasy, Shoujo",Manga,TV,61,7.55,39,519,5041
"Comedy, Fantasy, Action",Manga,Special,51,6.91,30,13,3146
"Romance, Fantasy, Shoujo, Gore, Supernatural, Otro",Manga,OVA,1,5.91,6,21126,6213
"Comedy, Sports, Romance, Shounen",Manga,TV,0,7.6,28,4115,3875
Romance,Original,TV,13,7.49,828,2,586
"Romance, Hentai",Manga,OVA,2,6.5,16,2050,6012
Hentai,Manga,OVA,2,6.26,8,2048,6630
"Romance, Shoujo",Visual novel,OVA,1,6.92,10,514,3020
"Comedy, Sports, Romance",Manga,TV,50,8.5,2114,4099,1167
"Comedy, Sports, Shounen, Action",Manga,Special,1,6.88,7,4121,4971
"Sci-Fi, Fantasy, Shounen",Original,TV,43,7.29,15,52,6344
"Historical, Romance, Action",Manga,Special,1,7.44,35,1034,3465
"Comedy, Shounen",Manga,Movie,1,7.78,2,17,9593
"Comedy, Fantasy, Action, Otro",Game,Special,1,5.72,0,4109,9038
"Comedy, Sci-Fi, Fantasy",Original,TV,16,6.82,74,37,3218
"Comedy, Fantasy, Shounen, Action, Supernatural, Ecchi",Manga,TV,12,6.6,22,413,3318
"Romance, Fantasy",Book,Movie,1,6.81,0,6,5240
"Comedy, Sci-Fi, Romance, Supernatural, Otro",Light novel,Movie,1,8.73,8525,4259,181
"Fantasy, Shounen, Action",Game,OVA,4,7.26,156,28,1753
"Comedy, Fantasy, Otro",Original,TV,26,6.42,1,4101,9276
"Fantasy, Action, Supernatural, Otro",Novel,Movie,1,7.54,121,4236,2116
"Historical, Romance, Supernatural",Manga,Movie,1,7.06,1,1154,6704
"Romance, Supernatural",Visual novel,TV,13,7.22,248,130,1594
"Historical, Romance, Shounen, Supernatural",Manga,Movie,1,7.25,31,1170,3144
"Comedy, Otro",Original,OVA,4,6.58,109,4097,1431
"Comedy, Romance, Fantasy, Shounen, Ecchi",Manga,TV,13,6.48,49,279,2296
"Fantasy, Shounen, Action",Light novel,TV,27,7.33,168,28,1684
"Shounen, Action, Supernatural",Manga,Movie,1,7.41,189,152,667
"Comedy, Romance, Fantasy",Novel,Movie,1,8.29,2020,7,340
"Comedy, Romance, Fantasy, Action, Otro",Manga,TV,25,7.51,100,4111,2507
"Sci-Fi, Romance, Gore, Otro",Manga,Movie,3,7.8,275,20514,1519
"Comedy, Sci-Fi, Fantasy, Shounen, Action",Manga,Special,1,7.35,29,61,1680
"Romance, Ecchi",Visual novel,TV,13,7.02,40,258,2191
"Comedy, Sci-Fi, Historical, Shounen, Action",Manga,Movie,2,8.52,32,1081,2773
"Sports, Shounen",Novel,TV,39,7.35,63,4112,3098
"Historical, Fantasy",Original,ONA,1,5.32,0,1028,10367
"Historical, Romance, Otro",Manga,TV,13,8.63,3259,5122,590
"Comedy, Romance, Otro",Manga,TV,24,8.14,3618,4099,500
"Sci-Fi, Romance, Fantasy",Novel,TV,26,8.13,258,38,2531
"Sci-Fi, Romance",Manga,ONA,1,5.66,1,34,7895
"Romance, Fantasy",Original,Special,1,7.06,4,6,4989
"Fantasy, Action",Game,TV,12,6.84,124,12,1387
"Sports, Romance, Shounen, Action",Manga,OVA,2,6.54,2,4122,9330
"Comedy, Sci-Fi, Romance",Original,TV,51,7.27,18,35,6317
"Fantasy, Shounen, Action, Otro",Manga,TV,148,7.22,1097,4124,2231
"Sci-Fi, Fantasy",Novel,ONA,6,5.82,0,36,6332
Romance,Original,Special,1,5.68,0,2,6398
"Comedy, Romance, Shounen, Ecchi",Manga,TV,12,7.03,1676,275,220
"Comedy, Sports, Romance, Shounen, Action",Manga,OVA,4,7.31,2,4123,10151
"Comedy, Shounen, Ecchi",Manga,TV,12,7.1,62,273,1860
"Comedy, Sci-Fi, Sports, Fantasy, Shounen, Action",Manga,TV,51,6.76,81,4157,1906
Comedy,Original,ONA,2,5.08,0,1,10896
"Historical, Shounen, Action",Manga,TV,0,5.04,12,1048,4332
"Sci-Fi, Romance, Fantasy, Action",Original,TV,26,7.69,131,46,3096
"Comedy, Romance, Shounen",Manga,OVA,3,7.55,17,19,2890
"Comedy, Romance",Original,TV,13,6.89,97,3,2183
"Comedy, Sci-Fi, Romance, Ecchi",Light novel,TV,12,7.47,6725,291,104
"Comedy, Sci-Fi, Fantasy, Action",Game,TV,52,7.07,34,45,6413
Comedy,Manga,TV,26,6.37,5,1,7574
"Historical, Romance, Fantasy, Action",Original,Movie,1,8.32,1251,1038,1041
"Romance, Shoujo",Original,ONA,7,7.02,306,514,1511
"Sci-Fi, Historical, Romance, Fantasy, Supernatural",Manga,TV,13,7.23,21,1190,4791
"Mistery, Comedy, Romance, Shounen",Manga,Special,1,7.61,1,32787,9807
"Comedy, Fantasy, Action, Otro",Game,TV,276,7.42,3737,4109,214
"Comedy, Romance",Manga,TV,13,7.52,85,3,1915
"Comedy, Romance, Shounen",Light novel,TV,13,7.76,4956,19,129
"Comedy, Romance, Shounen",Manga,TV,12,7.46,346,19,736
Action,Visual novel,OVA,1,5.77,1,8,8135
"Sci-Fi, Shounen, Action, Ecchi",Original,TV,13,7.29,395,312,1316
"Comedy, Sci-Fi, Shounen",Manga,TV,26,7.55,844,49,1053
"Comedy, Sports",Manga,Special,1,7.41,4,4097,4405
"Comedy, Fantasy, Action",Light novel,Special,2,6.94,2,13,4555
Hentai,Visual novel,OVA,2,7.04,47,2048,4179
"Historical, Romance, Shounen",Manga,Movie,1,7.63,93,1042,1856
Fantasy,Web manga,TV,12,6.33,87,4,1389
Romance,4-koma manga,Special,12,6.82,10,2,3205
"Historical, Romance, Fantasy",Novel,TV,10,7.03,5,1030,7209
"Romance, Shounen, Supernatural, Otro",Light novel,TV,24,7.39,305,4242,1044
Romance,Original,Special,6,7.04,8,2,3659
Gore,Original,Special,1,3.81,0,16384,12005
"Comedy, Otro",Original,TV,52,6.27,0,4097,12147
"Romance, Gore, Shounen, Action, Supernatural, Otro",Manga,TV,12,8.0,28883,20634,6
"Comedy, Sci-Fi, Fantasy, Shounen, Action",Original,TV,12,6.71,28,61,3077
"Comedy, Romance",Manga,Special,25,7.01,16,3,3324
"Sci-Fi, Fantasy, Action, Otro",Light novel,TV,12,7.3,414,4140,551
"Mistery, Sci-Fi, Romance, Otro",Original,Movie,1,7.85,253,36898,2998
"Comedy, Sports, Shounen, Action",Manga,TV,13,7.64,200,4121,1854
Comedy,Original,ONA,10,6.12,3,1,5192
"Romance, Otro",Original,TV,22,7.17,129,4098,2037
"Comedy, Fantasy, Action",Game,TV,26,6.82,32,13,3388
"Comedy, Sci-Fi, Historical, Shounen, Action",Manga,TV,51,9.15,5668,1081,383
"Fantasy, Shoujo, Otro",Original,Movie,1,7.44,2,4612,6689
"Sci-Fi, Fantasy",Novel,TV,26,7.61,24,36,5475
"Romance, Fantasy, Shounen",Game,ONA,4,6.42,26,22,3739
"Sci-Fi, Romance, Action",Original,Movie,1,7.65,203,42,2399
"Sci-Fi, Romance, Fantasy",Manga,Movie,1,6.93,2,38,6267
"Historical, Romance, Action, Supernatural, Ecchi, Otro",Visual novel,Special,1,7.19,14,5514,3711
"Fantasy, Shounen, Action, Supernatural",Manga,OVA,2,7.44,11,156,4112
"Comedy, Romance, Shounen",4-koma manga,TV,12,7.26,502,19,492
"Sci-Fi, Otro",Original,Movie,1,7.26,3,4128,5302
"Fantasy, Shounen, Action",Game,Movie,1,7.18,13,28,3641
"Sci-Fi, Romance, Action",Original,OVA,3,7.86,190,42,1992
"Fantasy, Otro",Manga,Special,2,5.0,1,4100,13187
"Romance, Fantasy, Shounen",Manga,TV,12,7.59,87,22,2225
"Comedy, Sci-Fi, Fantasy, Shounen",Original,TV,50,7.16,6,53,8015
"Comedy, Romance",Manga,Special,2,6.85,0,3,5131
"Comedy, Sports, Fantasy, Action, Otro",Original,Movie,1,6.0,4,8205,4595
"Comedy, Sports, Shounen",Manga,TV,12,5.87,4,4113,4083
"Comedy, Fantasy, Otro",Game,OVA,2,6.64,6,4101,3738
"Sci-Fi, Fantasy, Action",Novel,TV,26,6.71,16,44,4992
"Comedy, Shounen",Original,TV,0,7.05,2,17,6271
Hentai,Manga,OVA,6,7.18,56,2048,4537
Comedy,Other,TV,26,6.42,0,1,11458
"Comedy, Romance, Fantasy, Ecchi",Manga,TV,11,6.61,287,263,871
"Comedy, Otro",Original,TV,50,5.75,0,4097,12347
"Sci-Fi, Romance, Gore, Shounen, Action, Supernatural, Ecchi, Otro",Manga,Movie,1,7.62,130,20922,1888
Otro,Original,TV,101,6.47,0,4096,11199
"Romance, Ecchi",Other,Special,2,6.65,16,258,3396
"Comedy, Historical, Romance, Fantasy, Action",Manga,Movie,1,8.03,730,1039,877
"Romance, Shounen, Otro",Manga,TV,22,9.1,2257,4114,990
"Comedy, Shounen, Action",Original,TV,22,6.97,740,25,917
"Comedy, Romance, Fantasy, Shounen, Action",Original,TV,50,7.24,432,31,908
"Sci-Fi, Otro",Original,OVA,1,6.45,14,4128,4428
"Comedy, Fantasy",Game,TV,51,6.34,0,5,10986
"Comedy, Fantasy, Shounen, Action",Manga,Special,1,6.68,56,29,1743
"Romance, Shoujo, Ecchi",Novel,TV,12,6.51,678,770,894
"Fantasy, Shounen, Action",Manga,TV,13,8.13,640,28,512
"Comedy, Romance",Visual novel,TV,12,7.14,168,3,1573
"Sci-Fi, Gore, Action, Supernatural",Novel,Movie,1,7.22,287,16552,1536
"Historical, Fantasy, Gore, Shounen, Supernatural, Otro",Original,TV,12,8.46,3700,21652,664
"Comedy, Romance",4-koma manga,Special,1,6.48,5,3,3459
"Comedy, Romance, Fantasy, Shoujo",Manga,Movie,1,7.76,101,519,1959
"Comedy, Romance, Shounen",Manga,TV,21,7.68,458,19,690
"Romance, Shoujo",Manga,Movie,1,6.28,7,514,5961
Ecchi,Light novel,Special,6,6.72,8,256,2829
"Comedy, Romance, Shounen",Manga,TV,26,7.41,99,19,2756
"Comedy, Fantasy, Otro",Book,TV,52,6.43,11,4101,4750
"Fantasy, Action, Supernatural",Original,Special,1,6.08,1,140,7582
"Comedy, Fantasy, Action",Original,TV,12,6.97,115,13,1525
"Comedy, Romance, Otro",Original,TV,130,6.27,0,4099,11518
Comedy,Original,TV,12,5.87,8,1,3073
"Comedy, Fantasy, Shoujo",Original,TV,39,6.67,3,517,7603
"Comedy, Sci-Fi, Otro",Original,TV,12,4.83,1,4129,6585
"Historical, Shoujo, Action, Supernatural",Manga,TV,12,7.6,553,1672,1105
"Sci-Fi, Romance, Gore, Supernatural, Otro",Original,TV,13,8.0,10049,20642,224
Sci-Fi,Manga,Movie,1,6.05,0,32,8842
Fantasy,Game,TV,75,6.33,23,4,3580
"Sports, Shounen, Action",Original,TV,21,6.32,0,4120,10125
Comedy,Manga,TV,12,7.27,0,1,7501
"Comedy, Romance, Shounen, Action, Ecchi",Original,TV,24,8.19,21865,283,28
"Sports, Otro",Original,TV,26,4.83,0,8192,11396
"Sci-Fi, Romance, Music, Action",Original,OVA,15,7.05,59,8234,3568
"Comedy, Romance",Manga,Special,3,7.78,17,3,3290
"Mistery, Comedy, Fantasy, Shounen, Otro",Manga,Movie,1,7.96,45,36885,1852
"Romance, Shounen, Ecchi",Manga,OVA,1,6.23,192,274,1184
"Romance, Fantasy, Shounen, Action, Supernatural",Manga,TV,26,7.64,2039,158,505
Hentai,Visual novel,OVA,2,6.04,11,2048,5973
"Romance, Fantasy",Original,TV,13,8.65,2494,6,765
"Historical, Romance, Fantasy",Novel,Special,2,6.74,0,1030,9688
"Romance, Fantasy, Shoujo, Shounen",Manga,OVA,1,4.83,0,534,9142
Otro,Picture book,Movie,1,5.83,0,4096,11754
"Comedy, Romance, Ecchi",Original,TV,9,6.0,15,259,2915
"Sci-Fi, Action",Original,Movie,1,8.44,2176,40,295
"Sci-Fi, Romance, Action",Novel,OVA,28,8.07,15,42,3620
"Comedy, Sci-Fi, Action, Ecchi",Visual novel,OVA,2,6.35,2,297,6623
"Fantasy, Shoujo, Action",Original,TV,49,6.89,82,524,3675
"Comedy, Romance, Fantasy, Action, Supernatural",Visual novel,TV,11,7.44,334,143,1345
"Comedy, Fantasy, Gore",Manga,TV,100,7.06,14,16389,6353
Hentai,Visual novel,OVA,3,7.37,207,2048,3252
"Sci-Fi, Shounen, Action",Manga,OVA,2,6.12,1,56,8974
"Historical, Shounen, Hentai, Action",Original,OVA,4,6.42,15,3096,5354
"Mistery, Comedy, Romance",Manga,OVA,6,6.26,1,32771,8505
"Comedy, Fantasy, Shoujo",Manga,TV,51,7.01,6,517,7129
"Historical, Romance, Fantasy",Book,TV,24,7.8,1127,1030,740
"Comedy, Shounen, Action",Original,Special,1,7.64,94,25,1701
"Sci-Fi, Action",Other,ONA,10,6.64,5,40,3584
"Romance, Fantasy",Original,TV,26,8.24,7145,6,195
"Romance, Fantasy, Shounen, Supernatural",Manga,Movie,1,7.14,20,150,2852
"Sci-Fi, Historical, Otro",Novel,Movie,1,7.02,161,5152,1587
"Fantasy, Shounen, Action",Game,Movie,1,7.88,1108,28,500
"Fantasy, Shounen, Action",Visual novel,TV,11,5.48,141,28,1056
"Comedy, Romance, Action",Novel,ONA,10,5.36,1,11,11507
"Fantasy, Shounen, Action",Game,OVA,3,7.59,58,28,2872
"Romance, Fantasy, Action",Light novel,TV,12,7.36,1566,14,287
"Historical, Action, Otro",Other,Movie,1,5.05,0,5128,13510
Otro,Card game,TV,64,7.11,24,4096,4927
"Comedy, Romance",4-koma manga,TV,12,3.51,0,3,10323
"Comedy, Fantasy, Supernatural",4-koma manga,TV,48,7.01,32,133,2841
"Comedy, Sci-Fi, Romance, Shounen",Radio,TV,20,6.68,18,51,5719
"Mistery, Sci-Fi, Fantasy, Action",Original,TV,25,7.28,59,32812,3352
"Comedy, Romance",Manga,Special,1,7.62,3,3,4142
"Comedy, Romance, Otro",Manga,TV,13,5.92,3,4099,4900
"Comedy, Action, Supernatural, Ecchi",Game,TV,13,6.71,195,393,1109
"Comedy, Romance",Novel,Movie,1,8.34,320,3,2300
"Romance, Shoujo, Otro",Manga,Special,1,7.28,17,4610,4232
"Romance, Shoujo",Manga,OVA,2,6.59,106,514,2392
"Gore, Otro",Other,OVA,3,6.22,2,20480,8528
"Fantasy, Action",Original,OVA,5,6.74,2,12,12201
"Comedy, Romance, Supernatural, Ecchi",Light novel,OVA,1,7.45,167,387,1196
"Romance, Fantasy, Supernatural",Light novel,TV,12,7.87,7745,134,75
"Fantasy, Action, Ecchi",Manga,OVA,1,5.42,26,268,4118
Hentai,Visual novel,OVA,2,7.32,8,2048,5698
"Sci-Fi, Romance, Shounen, Action",Original,TV,23,7.11,10,58,6734
"Romance, Fantasy, Supernatural",Game,OVA,7,6.57,13,134,4807
"Comedy, Romance",4-koma manga,TV,12,7.6,1210,3,440
Hentai,Visual novel,OVA,4,6.19,1,2048,8185
"Comedy, Romance, Fantasy, Shounen, Action",Manga,Special,2,7.8,233,31,1554
"Historical, Romance",Manga,TV,21,7.66,28,1026,5669
"Comedy, Sci-Fi, Romance, Fantasy, Action",Manga,Special,1,6.89,1,47,6534
"Romance, Fantasy, Shounen, Action",Manga,Movie,1,7.69,93,30,1580
"Comedy, Romance, Shounen",Manga,TV,12,8.01,3269,19,395
"Historical, Fantasy, Shounen",Other,TV,52,7.3,43,1044,4390
"Music, Ecchi",Visual novel,OVA,1,6.71,3,8448,5279
"Sci-Fi, Shounen, Action",Original,TV,12,6.63,3,56,4534
"Comedy, Sci-Fi, Fantasy, Action",Manga,Special,1,5.42,0,45,10407
"Comedy, Romance",Manga,TV,13,7.31,107,3,1909
"Fantasy, Shoujo",Game,TV,51,7.16,56,516,4267
"Sci-Fi, Action",Original,TV,13,6.03,24,40,2563
"Comedy, Sports, Fantasy",Manga,TV,51,6.85,42,4101,3375
"Romance, Shounen",Manga,TV,12,7.66,420,18,882
"Comedy, Fantasy, Otro",Game,TV,12,5.65,0,4101,5835
"Comedy, Romance, Shounen",Web manga,TV,12,7.23,3592,19,150
